Unnamed: 0,country,year,lat,lon,wealthpooled,households,urban_rural
1696,kenya,2015,-0.42644,39.626809,1.40528512001038,25,1
1697,kenya,2015,-0.425693,39.667767,0.919873178005219,26,1
1698,kenya,2015,0.214897,40.313051,-0.350568681955338,24,0
1699,kenya,2015,2.069992,39.030162,-0.591290950775146,28,0
1700,kenya,2015,1.759892,40.009362,-0.45006263256073,27,1
1701,kenya,2015,1.73555,40.056094,0.2897709608078,27,1
1702,kenya,2015,3.925602,41.242281,-0.356220215559006,28,0
1703,kenya,2015,3.329909,39.831894,-0.400561213493347,12,0
1704,kenya,2015,2.814653,40.939408,0.794706761837006,20,1
1705,kenya,2015,3.936035,41.855957,0.377626866102219,24,1
1706,kenya,2015,0.097049,34.325073,-0.176981046795845,30,0
1707,kenya,2015,0.09418,34.160814,-0.181770071387291,28,0
1708,kenya,2015,0.027341,34.07409,0.0744537115097046,25,0
1709,kenya,2015,-0.167817,34.380882,-0.07990762591362,26,0
1710,kenya,2015,0.057328,34.294138,1.12930941581726,28,1
1711,kenya,2015,-0.129567,34.253357,0.0834906920790672,28,1
1712,kenya,2015,-0.196044,34.827977,-0.424608051776886,30,0
1713,kenya,2015,-0.138848,34.995867,-0.176880404353142,29,0
1714,kenya,2015,-0.350775,34.872324,-0.544078290462494,27,0
1715,kenya,2015,-0.083807,34.78486,1.21039092540741,27,1
1716,kenya,2015,-0.070056,34.719837,0.469508320093155,29,1
1717,kenya,2015,-0.088817,35.12702,0.91804450750351,29,1
1718,kenya,2015,-0.953952,34.148486,-0.14929161965847,25,0
1719,kenya,2015,-0.851113,34.427742,-0.394029349088669,28,0
1720,kenya,2015,-1.155044,34.410651,-0.635032773017883,27,0
1721,kenya,2015,-1.064152,34.445913,0.793681383132935,25,1
1722,kenya,2015,-0.894459,34.531942,1.74351596832275,30,1
1723,kenya,2015,-0.773328,34.23827,-0.427349865436554,26,0
1724,kenya,2015,-0.486328,34.369811,-0.421000778675079,28,0
1725,kenya,2015,-0.419925,34.636084,-0.147103071212769,28,0
1726,kenya,2015,-0.505061,34.629608,-0.348858565092087,26,0
1727,kenya,2015,-0.53428,34.440187,0.422364711761475,23,1
1728,kenya,2015,-0.531246,34.177993,0.0546108856797218,25,1
1729,kenya,2015,-0.563509,34.810097,-0.407154560089111,30,0
1730,kenya,2015,-0.884014,34.810465,-0.396077036857605,28,0
1731,kenya,2015,-0.76546,34.629237,-0.272825628519058,28,0
1732,kenya,2015,-0.643486,34.759825,0.754693269729614,27,1
1733,kenya,2015,-0.81416,34.908996,-0.164616867899895,28,1
1734,kenya,2015,-0.707191,35.020759,0.0342760756611824,28,0
1735,kenya,2015,-0.555818,34.986905,-0.0883753597736359,26,0
1736,kenya,2015,-0.643479,34.873955,0.181006863713264,19,0
1737,kenya,2015,-0.60881,34.954111,0.169587969779968,30,1
1738,kenya,2015,-0.587678,34.940003,-0.0389750152826309,29,1
1739,kenya,2015,3.203883,35.245324,-0.835472464561462,20,0
1740,kenya,2015,2.320613,35.634011,-0.979583144187927,21,0
1741,kenya,2015,3.111219,35.608214,0.28650039434433,20,1
1742,kenya,2015,4.218075,34.343536,-0.274434298276901,16,1
1743,kenya,2015,1.602192,35.245271,-0.857659518718719,25,0
1744,kenya,2015,1.90707,35.284654,-0.909943282604218,30,0
1745,kenya,2015,1.383243,35.426775,-0.484573781490326,29,0
1746,kenya,2015,1.290676,35.17012,-0.507879376411438,29,1
1747,kenya,2015,1.252557,35.09345,0.0717490836977959,30,1
1748,kenya,2015,0.875272,36.804193,-0.73898708820343,21,0
1749,kenya,2015,1.657566,37.212171,-0.973528981208801,24,0
1750,kenya,2015,1.097177,36.696781,1.18294930458069,19,1
1751,kenya,2015,0.580907,37.499798,0.933933019638062,26,1
1752,kenya,2015,0.865323,34.838101,-0.373089462518692,30,0
1753,kenya,2015,1.017386,35.168604,-0.0621289275586605,28,0
1754,kenya,2015,1.130322,34.931219,-0.126892313361168,30,0
1755,kenya,2015,1.02235,34.9904,1.45683741569519,28,1
1756,kenya,2015,1.04348,34.970568,0.712901294231415,28,1
1757,kenya,2015,0.344374,36.222888,-0.594853639602661,26,0
1758,kenya,2015,0.173549,36.106008,-0.550062596797943,28,0
1759,kenya,2015,0.487394,35.74335,1.225701212883,26,1
1760,kenya,2015,0.046862,35.727755,0.771397888660431,25,1
1761,kenya,2015,0.760994,35.148339,0.682149708271027,27,0
1762,kenya,2015,0.187157,35.552377,-0.0672874674201012,30,0
1763,kenya,2015,0.314624,35.327969,-0.192628026008606,29,0
1764,kenya,2015,0.86832,35.116085,0.857222378253937,26,1
1765,kenya,2015,0.528239,35.256068,0.914916694164276,25,1
1766,kenya,2015,0.542019,35.316789,1.26932811737061,25,1
1767,kenya,2015,0.989896,35.459122,0.0145638789981604,29,0
1768,kenya,2015,0.298492,35.701442,-0.213222473859787,28,0
1769,kenya,2015,0.989416,35.547058,0.907109022140503,23,1
1770,kenya,2015,0.637726,35.474157,0.10042991489172,30,1
1771,kenya,2015,0.478621,35.146043,0.0230081789195538,28,0
1772,kenya,2015,0.056697,35.219799,-0.232397511601448,29,0
1773,kenya,2015,0.020925,34.811755,-0.202113837003708,28,0
1774,kenya,2015,0.192955,35.07558,0.330171555280685,25,1
1775,kenya,2015,0.222568,35.171655,-0.0989280864596367,28,1
1776,kenya,2015,-0.151844,36.942464,0.126948103308678,25,0
1777,kenya,2015,0.52754,36.55298,-1.01283490657806,29,0
1778,kenya,2015,0.274013,36.54049,0.733973205089569,29,0
1779,kenya,2015,0.021378,37.075456,1.37105715274811,27,1
1780,kenya,2015,0.035882,36.355078,1.50767827033997,29,1
1781,kenya,2015,-0.063859,36.078409,-0.381050914525986,25,0
1782,kenya,2015,-0.868867,36.509278,0.630485892295837,26,0
1783,kenya,2015,-0.285024,35.771767,0.491653949022293,17,0
1784,kenya,2015,-0.391185,35.905898,-0.351339995861053,27,0
1785,kenya,2015,-0.298219,36.04901,0.936563372612,25,1
1786,kenya,2015,-0.302347,36.064548,1.46279180049896,27,1
1787,kenya,2015,-0.989751,36.593005,1.11538243293762,26,1
1788,kenya,2015,-0.741104,36.511444,0.366566061973572,30,1
1789,kenya,2015,-1.51164,35.864635,0.779184699058533,21,0
1790,kenya,2015,-0.979052,35.754441,-0.329733610153198,26,0
1791,kenya,2015,-1.042602,35.135573,-0.533560812473297,28,0
1792,kenya,2015,-1.080373,35.860237,0.882751703262329,24,1
1793,kenya,2015,-1.08353,35.897523,1.05110478401184,24,1
1794,kenya,2015,-2.128319,36.701307,-0.286279499530792,26,0
1795,kenya,2015,-1.682124,36.886084,0.572168409824371,30,0
1796,kenya,2015,-1.483039,36.959232,1.33874022960663,27,1
1797,kenya,2015,-1.391726,36.761861,1.35765421390533,26,1
1798,kenya,2015,-0.131432,35.482794,-0.336925208568573,24,0
1799,kenya,2015,-0.580043,35.14097,0.0241924934089184,28,0
1800,kenya,2015,-0.348847,35.26752,0.810739457607269,22,1
1801,kenya,2015,-0.16556,35.5892,0.835277795791626,22,1
1802,kenya,2015,-0.524811,35.213032,-0.144792720675468,27,0
1803,kenya,2015,-0.689432,35.180565,-0.357630163431168,28,0
1804,kenya,2015,-0.82378,35.47669,-0.331041276454926,30,0
1805,kenya,2015,-0.852975,35.334054,-0.641888022422791,29,1
1806,kenya,2015,-0.746013,35.331456,-0.299685418605804,30,1
1807,kenya,2015,0.448232,34.804635,-0.360855281352997,29,0
1808,kenya,2015,0.219739,34.806762,-0.298655271530151,27,0
1809,kenya,2015,0.619688,34.933961,-0.0258177630603313,27,0
1810,kenya,2015,0.315329,34.529449,-0.37862953543663,30,0
1811,kenya,2015,0.142936,34.527798,-0.380711138248444,28,0
1812,kenya,2015,0.306694,34.758768,0.787164032459259,24,1
1813,kenya,2015,0.359015,34.486641,1.7062474489212,25,1
1814,kenya,2015,0.039008,34.675231,-0.470152735710144,30,0
1815,kenya,2015,0.058688,34.62241,-0.542177617549896,28,0
1816,kenya,2015,0.117178,34.819749,-0.328880816698074,26,0
1817,kenya,2015,0.093727,34.69793,-0.259030818939209,27,1
1818,kenya,2015,0.077629,34.730172,0.932904183864594,29,1
1819,kenya,2015,0.678036,34.493308,-0.145590141415596,29,0
1820,kenya,2015,0.635757,34.718724,0.364102482795715,24,0
1821,kenya,2015,0.731039,34.530624,-0.271935015916824,30,0
1822,kenya,2015,0.940081,34.730376,-0.500497460365295,29,0
1823,kenya,2015,0.829679,34.756162,-0.642015039920807,28,1
1824,kenya,2015,0.831406,34.726517,-0.31601345539093,30,1
1825,kenya,2015,0.579619,34.372331,-0.57313859462738,28,0
1826,kenya,2015,0.616486,34.250503,-0.237348392605782,27,0
1827,kenya,2015,0.54432,34.236645,-0.281387895345688,28,0
1828,kenya,2015,0.625001,34.28438,0.937252521514893,26,1
1829,kenya,2015,0.474045,34.136326,-0.0007984266849234,29,1
