,country,year,lat,lon,GID_1,GID_2,wealthpooled,households,urban_rural
172,kenya,2014,-0.905528,37.068519,KEN.29,KEN.29.2,0.0123534295707941,25,0
173,kenya,2014,-0.944098,37.036829,KEN.29,KEN.29.2,0.192647948861122,25,0
174,kenya,2014,-0.859981,37.076587,KEN.29,KEN.29.4,-0.0709138885140419,23,0
175,kenya,2014,-0.826304,36.882033,KEN.29,KEN.29.1,0.198973059654236,25,0
176,kenya,2014,-0.838574,36.908361,KEN.29,KEN.29.1,0.596947491168976,21,1
177,kenya,2014,-0.82598,37.202827,KEN.29,KEN.29.6,-0.218413159251213,24,0
178,kenya,2014,-0.842579,37.217941,KEN.29,KEN.29.6,-0.121894523501396,24,1
179,kenya,2014,-0.892736,37.225612,KEN.29,KEN.29.6,0.193854138255119,21,1
180,kenya,2014,-0.921137,37.114661,KEN.29,KEN.29.2,0.735818266868591,18,1
181,kenya,2014,-0.961509,37.322731,KEN.29,KEN.29.1,-0.211092546582222,24,0
182,kenya,2014,-0.794966,36.906636,KEN.29,KEN.29.4,0.769857108592987,23,0
183,kenya,2014,-0.761084,36.933367,KEN.29,KEN.29.4,0.0284277275204659,24,0
184,kenya,2014,-0.800689,37.018838,KEN.29,KEN.29.4,-0.17071121931076,24,0
185,kenya,2014,-0.837748,37.099044,KEN.29,KEN.29.4,-0.483782798051834,24,0
186,kenya,2014,-0.801401,37.108933,KEN.29,KEN.29.6,0.146157577633858,22,1
187,kenya,2014,-0.796291,37.099225,KEN.29,KEN.29.6,0.0378502905368805,23,0
188,kenya,2014,-0.798871,37.138091,KEN.29,KEN.29.6,0.470818072557449,22,1
189,kenya,2014,-1.034393,37.361741,KEN.29,KEN.29.1,-0.372620820999146,21,0
190,kenya,2014,-0.932883,36.955664,KEN.29,KEN.29.1,0.898582518100739,21,0
191,kenya,2014,-0.963131,37.034262,KEN.29,KEN.29.1,0.581198632717133,25,0
192,kenya,2014,-0.875451,36.88438,KEN.29,KEN.29.1,0.690703094005585,25,0
193,kenya,2014,-1.216121,36.770583,KEN.13,KEN.13.6,1.20401525497437,22,1
194,kenya,2014,-1.191821,36.780668,KEN.13,KEN.13.6,0.792702257633209,20,1
195,kenya,2014,-1.198791,36.753897,KEN.13,KEN.13.6,1.15730285644531,14,1
196,kenya,2014,-1.138966,36.753466,KEN.13,KEN.13.6,0.587186455726624,25,0
197,kenya,2014,-1.20775,36.841392,KEN.13,KEN.13.7,0.872846961021423,21,1
198,kenya,2014,-1.266976,36.600454,KEN.13,KEN.13.8,0.173212915658951,25,1
199,kenya,2014,-1.210849,36.656892,KEN.13,KEN.13.8,1.41125237941742,20,1
200,kenya,2014,-1.26786,36.673272,KEN.13,KEN.13.8,1.81935822963715,23,1
201,kenya,2014,-1.250987,36.712359,KEN.13,KEN.13.5,1.27392196655273,22,1
202,kenya,2014,-1.226879,36.702157,KEN.13,KEN.13.5,0.895424008369446,20,1
203,kenya,2014,-1.221435,36.734731,KEN.13,KEN.13.5,0.719716489315033,21,1
204,kenya,2014,-1.150334,36.597213,KEN.13,KEN.13.10,0.823182702064514,21,0
205,kenya,2014,-1.076923,36.626454,KEN.13,KEN.13.10,1.08936083316803,17,1
206,kenya,2014,-1.09979,36.696657,KEN.13,KEN.13.10,0.863822460174561,17,1
207,kenya,2014,-0.876381,36.623502,KEN.13,KEN.13.9,0.0816137120127678,21,0
208,kenya,2014,-0.933773,36.596336,KEN.13,KEN.13.9,1.20990347862244,19,0
209,kenya,2014,-1.006705,36.739989,KEN.13,KEN.13.9,0.999240636825562,18,0
210,kenya,2014,-1.016861,36.726304,KEN.13,KEN.13.9,0.762909114360809,22,0
211,kenya,2014,-1.136899,36.76864,KEN.13,KEN.13.6,0.687709271907806,21,0
212,kenya,2014,-1.092889,36.790353,KEN.13,KEN.13.3,0.526931345462799,25,0
213,kenya,2014,-1.031255,36.847814,KEN.13,KEN.13.2,0.509356081485748,25,0
214,kenya,2014,-1.03903,37.261507,KEN.13,KEN.13.12,-0.533321678638458,24,0
215,kenya,2014,-1.071156,37.012823,KEN.13,KEN.13.4,0.662399470806122,22,1
216,kenya,2014,-1.039943,37.086751,KEN.13,KEN.13.12,0.866473734378815,20,1
217,kenya,2014,-1.040039,37.07392,KEN.13,KEN.13.12,1.50137448310852,20,1
218,kenya,2014,-1.053128,37.086969,KEN.13,KEN.13.12,0.36933359503746,9,1
219,kenya,2014,-1.075166,37.093542,KEN.13,KEN.13.12,0.984911501407623,21,1
220,kenya,2014,-1.202469,36.919464,KEN.13,KEN.13.11,1.77935945987701,24,1
221,kenya,2014,-1.19602,36.949532,KEN.13,KEN.13.11,1.21430945396423,21,1
222,kenya,2014,-1.211489,36.924615,KEN.13,KEN.13.11,1.4988911151886,21,1
223,kenya,2014,-1.150228,37.017182,KEN.13,KEN.13.4,0.803873121738434,23,1
224,kenya,2014,-1.147709,36.929877,KEN.13,KEN.13.11,0.868379235267639,21,1
225,kenya,2014,-1.1643,36.94151,KEN.13,KEN.13.11,1.10454666614532,22,1
226,kenya,2014,-0.95413,36.82788,KEN.13,KEN.13.2,0.11722969263792,23,0
227,kenya,2014,-0.988024,36.888131,KEN.13,KEN.13.2,-0.0501528009772301,25,0
228,kenya,2014,-1.017294,36.823876,KEN.13,KEN.13.3,0.205836787819862,25,0
229,kenya,2014,-0.964736,36.927786,KEN.13,KEN.13.1,0.657630383968353,23,0
230,kenya,2014,-0.922415,36.830119,KEN.13,KEN.13.1,0.470075309276581,23,0
231,kenya,2014,-4.007013,39.708159,KEN.28,KEN.28.6,1.00455832481384,20,1
232,kenya,2014,-3.97157,39.717502,KEN.28,KEN.28.3,0.986594259738922,22,1
233,kenya,2014,-4.058481,39.66949,KEN.28,KEN.28.5,1.62829148769379,23,1
234,kenya,2014,-4.072864,39.668066,KEN.28,KEN.28.5,1.83911168575287,21,1
235,kenya,2014,-4.05133,39.673211,KEN.28,KEN.28.5,1.9057023525238,21,1
236,kenya,2014,-4.034207,39.658615,KEN.28,KEN.28.5,1.3465861082077,20,1
237,kenya,2014,-4.031102,39.662567,KEN.28,KEN.28.5,1.02988719940186,21,1
238,kenya,2014,-4.008439,39.689613,KEN.28,KEN.28.3,1.08802700042725,24,1
239,kenya,2014,-4.022911,39.682026,KEN.28,KEN.28.3,1.19644105434418,21,1
240,kenya,2014,-4.019469,39.695543,KEN.28,KEN.28.6,0.830137550830841,21,1
241,kenya,2014,-4.016844,39.677254,KEN.28,KEN.28.3,1.13770484924316,24,1
242,kenya,2014,-4.026952,39.702423,KEN.28,KEN.28.6,1.4920095205307,21,1
243,kenya,2014,-3.993716,39.706779,KEN.28,KEN.28.3,0.931204855442047,23,1
244,kenya,2014,-4.015932,39.675776,KEN.28,KEN.28.3,0.996586501598358,20,1
245,kenya,2014,-4.033115,39.679256,KEN.28,KEN.28.3,1.35417890548706,22,1
246,kenya,2014,-4.013301,39.685453,KEN.28,KEN.28.3,1.04226458072662,22,1
247,kenya,2014,-4.040403,39.709398,KEN.28,KEN.28.6,2.32596373558044,19,1
248,kenya,2014,-4.046825,39.685968,KEN.28,KEN.28.6,0.424742013216019,22,1
249,kenya,2014,-4.035883,39.694938,KEN.28,KEN.28.6,0.527963161468506,19,1
250,kenya,2014,-4.037301,39.625301,KEN.28,KEN.28.1,1.06868541240692,21,1
251,kenya,2014,-4.02908,39.608276,KEN.28,KEN.28.1,1.00700807571411,22,1
252,kenya,2014,-4.041945,39.623503,KEN.28,KEN.28.1,0.634128391742706,23,1
253,kenya,2014,-4.016423,39.603046,KEN.28,KEN.28.1,0.357915639877319,21,1
254,kenya,2014,-4.009808,39.619994,KEN.28,KEN.28.1,0.869434773921967,23,1
255,kenya,2014,-4.023322,39.619622,KEN.28,KEN.28.1,0.883704602718353,23,1
256,kenya,2014,-4.035898,39.600497,KEN.28,KEN.28.1,0.7322056889534,22,1
257,kenya,2014,-4.013058,39.598848,KEN.28,KEN.28.2,0.900096774101257,22,1
258,kenya,2014,-4.004929,39.613415,KEN.28,KEN.28.2,0.900631606578827,21,1
259,kenya,2014,-4.014041,39.618114,KEN.28,KEN.28.1,0.40607076883316,21,1
260,kenya,2014,-4.007139,39.615958,KEN.28,KEN.28.1,0.245844334363937,23,1
261,kenya,2014,-4.087095,39.636298,KEN.28,KEN.28.4,0.707506120204926,19,1
262,kenya,2014,-4.100041,39.641373,KEN.28,KEN.28.4,0.755580604076385,20,1
263,kenya,2014,-4.111029,39.649094,KEN.28,KEN.28.4,0.978935182094574,21,1
264,kenya,2014,-4.076943,39.64133,KEN.28,KEN.28.4,1.08820676803589,21,1
265,kenya,2014,-4.086954,39.66016,KEN.28,KEN.28.4,1.05096018314362,22,1
266,kenya,2014,-4.099665,39.653358,KEN.28,KEN.28.4,1.11557674407959,20,1
267,kenya,2014,-4.246816,39.486476,KEN.19,KEN.19.3,-0.275967925786972,21,0
268,kenya,2014,-4.167861,39.316179,KEN.19,KEN.19.1,-0.513136267662048,25,0
269,kenya,2014,-4.22447,39.385369,KEN.19,KEN.19.3,-0.359269380569458,21,0
270,kenya,2014,-4.150887,39.471838,KEN.19,KEN.19.3,0.0959394127130508,22,1
271,kenya,2014,-4.115351,39.614322,KEN.19,KEN.19.3,0.498578548431396,20,0
272,kenya,2014,-4.223255,39.581826,KEN.19,KEN.19.3,0.166544824838638,25,0
273,kenya,2014,-4.193787,39.559847,KEN.19,KEN.19.3,0.0283629391342402,22,0
274,kenya,2014,-4.008023,39.456967,KEN.19,KEN.19.1,-0.367556065320969,25,0
275,kenya,2014,-3.938002,39.473718,KEN.19,KEN.19.1,-0.763021409511566,21,0
276,kenya,2014,-3.909192,39.45911,KEN.19,KEN.19.1,-0.380831450223923,25,0
277,kenya,2014,-4.127634,39.298249,KEN.19,KEN.19.1,-0.193396255373955,24,1
278,kenya,2014,-4.025246,39.160355,KEN.19,KEN.19.1,-0.899226546287537,22,0
279,kenya,2014,-4.198204,39.226841,KEN.19,KEN.19.1,-0.873738646507263,25,0
280,kenya,2014,-3.973083,39.243846,KEN.19,KEN.19.1,-0.720781326293945,25,0
281,kenya,2014,-3.768159,39.172251,KEN.19,KEN.19.1,-0.394567668437958,22,0
282,kenya,2014,-4.277202,39.555614,KEN.19,KEN.19.4,0.171529233455658,21,1
283,kenya,2014,-4.272349,39.551335,KEN.19,KEN.19.4,0.919875383377075,18,1
284,kenya,2014,-4.284683,39.590442,KEN.19,KEN.19.4,1.21342813968658,21,1
285,kenya,2014,-4.282838,39.565986,KEN.19,KEN.19.4,1.921666264534,16,1
286,kenya,2014,-4.286653,39.560679,KEN.19,KEN.19.4,0.190277650952339,21,1
287,kenya,2014,-4.284318,39.57452,KEN.19,KEN.19.4,0.510806143283844,20,1
288,kenya,2014,-4.291076,39.576571,KEN.19,KEN.19.4,1.29168176651001,24,1
289,kenya,2014,-4.316598,39.554597,KEN.19,KEN.19.4,1.17758131027222,21,1
290,kenya,2014,-4.386407,39.526889,KEN.19,KEN.19.4,0.413112998008728,23,0
291,kenya,2014,-4.442186,39.201351,KEN.19,KEN.19.2,-0.725378274917603,21,0
292,kenya,2014,-4.4284,39.314892,KEN.19,KEN.19.2,-0.334269881248474,22,0
293,kenya,2014,-4.530121,39.189307,KEN.19,KEN.19.2,-0.239515200257301,22,0
294,kenya,2014,-4.367214,39.036752,KEN.19,KEN.19.2,-0.873393774032593,22,0
295,kenya,2014,-4.660926,39.20073,KEN.19,KEN.19.2,-0.63489556312561,22,0
296,kenya,2014,-4.505692,39.367452,KEN.19,KEN.19.2,0.0345664843916893,22,0
297,kenya,2014,-4.469491,39.489473,KEN.19,KEN.19.4,-0.0448375642299652,24,1
298,kenya,2014,-4.631802,39.328688,KEN.19,KEN.19.2,-0.706514954566956,25,0
299,kenya,2014,-3.463826,39.936023,KEN.14,KEN.14.3,-0.403686732053757,23,0
